driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s
DNF25M. BelovBELCharouz Racing System,11,26:35.740,DNF,-,174.077,2:10.692,9,1015,2020,ROUND7Summary,,DNF,25,M  Belov,BEL,Charouz Racing System,1595.74,130.692,
DNF4P. ChovetCHOHitech Grand Prix,3,6:41.689,DNF,-,187.201,2:10.114,3,1015,2020,ROUND7Summary,,DNF,4,P  Chovet,CHO,Hitech Grand Prix,401.689,130.114,
DNF16J. DoohanDOOHWA RACELAB,2,6:22.594,DNF,-,130.64,-,-,1015,2020,ROUND7Summary,,DNF,16,J  Doohan,DOO,HWA RACELAB,382.594,,
115J. HughesHUGHWA RACELAB,22,37:52.033,-,-,201.446,1:40.656,14,1016,2020,ROUND8Summary,,,115,J  Hughes,HUG,HWA RACELAB,2272.033,100.656,
37T. PourchairePOUART Grand Prix,22,37:56.285,4.252,2.411,201.070,1:40.373,18,1016,2020,ROUND8Summary,,,37,T  Pourchaire,POU,ART Grand Prix,2276.285,100.373,4.252
38A. SmolyarSMOART Grand Prix,22,37:56.694,4.661,0.409,201.034,1:40.208,17,1016,2020,ROUND8Summary,,,38,A  Smolyar,SMO,ART Grand Prix,2276.694,100.208,4.661
410L. ZendeliZENTrident,22,37:57.433,5.400,0.739,200.968,1:40.664,12,1016,2020,ROUND8Summary,,,410,L  Zendeli,ZEN,Trident,2277.433,100.664,5.4
529A. PeroniPERCampos Racing,22,38:00.492,8.459,3.059,200.699,1:40.468,7,1016,2020,ROUND8Summary,,,529,A  Peroni,PER,Campos Racing,2280.492,100.468,8.459
64P. ChovetCHOHitech Grand Prix,22,38:00.693,8.660,0.201,200.681,1:40.862,20,1016,2020,ROUND8Summary,,,64,P  Chovet,CHO,Hitech Grand Prix,2280.693,100.862,8.66
75L. LawsonLAWHitech Grand Prix,22,37:53.874,1.841,1.841,201.283,1:40.735,4,1016,2020,ROUND8Summary,,,75,L  Lawson,LAW,Hitech Grand Prix,2273.874,100.735,1.841
823R. StanekSTACharouz Racing System,22,38:04.156,12.123,3.463,200.377,1:40.713,16,1016,2020,ROUND8Summary,,,823,R  Stanek,STA,Charouz Racing System,2284.156,100.713,12.123
912O. CaldwellCALTrident,22,38:05.816,13.783,1.660,200.231,1:40.692,20,1016,2020,ROUND8Summary,,,912,O  Caldwell,CAL,Trident,2285.816,100.692,13.783
1017R. VerschoorVERMP Motorsport,22,38:07.150,15.117,1.334,200.115,1:40.992,21,1016,2020,ROUND8Summary,,,1017,R  Verschoor,VER,MP Motorsport,2287.15,100.992,15.117
119S. FernándezFERART Grand Prix,22,38:08.380,16.347,0.491,200.007,1:40.957,19,1016,2020,ROUND8Summary,,,119,S  Fernández,FER,ART Grand Prix,2288.38,100.957,16.347
1231S. FloerschFLOCampos Racing,22,38:15.294,23.261,6.914,199.405,1:41.347,20,1016,2020,ROUND8Summary,,,1231,S  Floersch,FLO,Campos Racing,2295.294,101.347,23.261
1325M. BelovBELCharouz Racing System,22,38:15.693,23.660,0.399,199.370,1:40.867,21,1016,2020,ROUND8Summary,,,1325,M  Belov,BEL,Charouz Racing System,2295.693,100.867,23.66
1421F. MalvestitiMALJenzer Motorsport,22,38:16.134,24.101,0.441,199.332,1:40.698,4,1016,2020,ROUND8Summary,,,1421,F  Malvestiti,MAL,Jenzer Motorsport,2296.134,100.698,24.101
156D. HaugerHAUHitech Grand Prix,22,38:17.209,25.176,1.075,199.238,1:41.569,8,1016,2020,ROUND8Summary,,,156,D  Hauger,HAU,Hitech Grand Prix,2297.209,101.569,25.176
1628C. DasDASCarlin Buzz Racing,22,38:24.442,32.409,7.233,198.613,1:41.663,3,1016,2020,ROUND8Summary,,,1628,C  Das,DAS,Carlin Buzz Racing,2304.442,101.663,32.409
1724I. FragaFRACharouz Racing System,22,39:10.551,78.518,46.109,194.717,1:40.500,3,1016,2020,ROUND8Summary,,,1724,I  Fraga,FRA,Charouz Racing System,2350.551,100.5,78.518
1820C. WilliamsWILJenzer Motorsport,22,39:14.659,82.626,4.108,194.377,1:40.596,7,1016,2020,ROUND8Summary,,,1820,C  Williams,WIL,Jenzer Motorsport,2354.659,100.596,82.626
1914E. FittipaldiFITHWA RACELAB,22,39:17.886,85.853,3.227,194.111,1:40.263,22,1016,2020,ROUND8Summary,,,1914,E  Fittipaldi,FIT,HWA RACELAB,2357.886,100.263,85.853
2022M. NanniniNANJenzer Motorsport,21,38:24.742,1 LAP,1 LAP,189.538,1:41.055,4,1016,2020,ROUND8Summary,,,2022,M  Nannini,NAN,Jenzer Motorsport,2304.742,101.055,
2116J. DoohanDOOHWA RACELAB,21,38:35.758,1 LAP,11.016,188.637,1:40.634,5,1016,2020,ROUND8Summary,,,2116,J  Doohan,DOO,HWA RACELAB,2315.758,100.634,
2230A. DeleddaDELCampos Racing,21,38:43.419,1 LAP,7.661,188.015,1:41.621,3,1016,2020,ROUND8Summary,,,2230,A  Deledda,DEL,Campos Racing,2323.419,101.621,
DNF2F. VestiVESPREMA Racing,20,34:48.155,DNF,-,199.211,1:40.829,6,1016,2020,ROUND8Summary,,DNF,2,F  Vesti,VES,PREMA Racing,2088.155,100.829,
DNF3L. SargeantSARPREMA Racing,19,33:21.938,DNF,-,197.373,1:40.366,15,1016,2020,ROUND8Summary,,DNF,3,L  Sargeant,SAR,PREMA Racing,2001.938,100.366,
DQ18B. ViscaalVISMP Motorsport,22,38:07.889,15.856,0.739,200.050,1:41.084,7,1016,2020,ROUND8Summary,,DQ,18,B  Viscaal,VIS,MP Motorsport,2287.889,101.084,15.856
DNF26C. NovalakNOVCarlin Buzz Racing,10,17:55.621,DNF,-,192.851,1:40.081,5,1016,2020,ROUND8Summary,,DNF,26,C  Novalak,NOV,Carlin Buzz Racing,1075.621,100.081,
DNF1O. PiastriPIAPREMA Racing,9,15:19.184,DNF,-,202.985,1:40.404,4,1016,2020,ROUND8Summary,,DNF,1,O  Piastri,PIA,PREMA Racing,919.184,100.404,
DNF27D. SchumacherSCHCarlin Buzz Racing,9,15:20.326,DNF,-,202.733,1:40.820,4,1016,2020,ROUND8Summary,,DNF,27,D  Schumacher,SCH,Carlin Buzz Racing,920.326,100.82,
DNF11D. BeckmannBECTrident,7,12:22.934,DNF,-,194.998,1:40.715,4,1016,2020,ROUND8Summary,,DNF,11,D  Beckmann,BEC,Trident,742.934,100.715,
DNF19L. DunnerDUNMP Motorsport,-,-,DNF,-,-,-,-,1016,2020,ROUND8Summary,,DNF,19,L  Dunner,DUN,MP Motorsport,,,
15L. LawsonLAWHitech Grand Prix,21,36:30.379,-,-,181.097,1:38.084,5,1021,2020,ROUND9Summary,,,15,L  Lawson,LAW,Hitech Grand Prix,2190.379,98.084,
211D. BeckmannBECTrident,21,36:38.185,7.806,7.806,180.454,1:38.038,8,1021,2020,ROUND9Summary,,,211,D  Beckmann,BEC,Trident,2198.185,98.038,7.806
37T. PourchairePOUART Grand Prix,21,36:39.572,9.193,1.387,180.341,1:37.993,11,1021,2020,ROUND9Summary,,,37,T  Pourchaire,POU,ART Grand Prix,2199.572,97.993,9.193
414E. FittipaldiFITHWA RACELAB,21,36:40.778,10.399,1.206,180.242,1:38.154,7,1021,2020,ROUND9Summary,,,414,E  Fittipaldi,FIT,HWA RACELAB,2200.778,98.154,10.399
517R. VerschoorVERMP Motorsport,21,36:41.361,10.982,0.583,180.194,1:38.260,7,1021,2020,ROUND9Summary,,,517,R  Verschoor,VER,MP Motorsport,2201.361,98.26,10.982
615J. HughesHUGHWA RACELAB,21,36:42.815,12.436,1.454,180.075,1:38.417,8,1021,2020,ROUND9Summary,,,615,J  Hughes,HUG,HWA RACELAB,2202.815,98.417,12.436
71O. PiastriPIAPREMA Racing,21,36:43.900,13.521,1.085,179.986,1:38.306,17,1021,2020,ROUND9Summary,,,71,O  Piastri,PIA,PREMA Racing,2203.9,98.306,13.521
89S. FernándezFERART Grand Prix,21,36:43.943,13.564,0.043,179.983,1:38.179,9,1021,2020,ROUND9Summary,,,89,S  Fernández,FER,ART Grand Prix,2203.943,98.179,13.564
92F. VestiVESPREMA Racing,21,36:45.359,14.980,1.416,179.867,1:37.879,7,1021,2020,ROUND9Summary,,,92,F  Vesti,VES,PREMA Racing,2205.359,97.879,14.98
108A. SmolyarSMOART Grand Prix,21,36:49.779,19.400,4.420,179.508,1:38.398,6,1021,2020,ROUND9Summary,,,108,A  Smolyar,SMO,ART Grand Prix,2209.779,98.398,19.4
1116J. DoohanDOOHWA RACELAB,21,36:51.063,20.684,1.284,179.403,1:38.651,7,1021,2020,ROUND9Summary,,,1116,J  Doohan,DOO,HWA RACELAB,2211.063,98.651,20.684
126D. HaugerHAUHitech Grand Prix,21,36:52.091,21.712,1.028,179.320,1:38.530,7,1021,2020,ROUND9Summary,,,126,D  Hauger,HAU,Hitech Grand Prix,2212.091,98.53,21.712
1329A. PeroniPERCampos Racing,21,36:52.614,22.235,0.523,179.278,1:38.635,7,1021,2020,ROUND9Summary,,,1329,A  Peroni,PER,Campos Racing,2212.614,98.635,22.235
1426C. NovalakNOVCarlin Buzz Racing,21,36:53.164,22.785,0.550,179.233,1:38.747,7,1021,2020,ROUND9Summary,,,1426,C  Novalak,NOV,Carlin Buzz Racing,2213.164,98.747,22.785
1522M. NanniniNANJenzer Motorsport,21,36:53.635,23.256,0.471,179.195,1:38.640,8,1021,2020,ROUND9Summary,,,1522,M  Nannini,NAN,Jenzer Motorsport,2213.635,98.64,23.256
1612O. CaldwellCALTrident,21,36:53.822,23.443,0.187,179.180,1:38.667,7,1021,2020,ROUND9Summary,,,1612,O  Caldwell,CAL,Trident,2213.822,98.667,23.443
1719L. DunnerDUNMP Motorsport,21,36:56.512,26.133,2.690,178.962,1:38.728,7,1021,2020,ROUND9Summary,,,1719,L  Dunner,DUN,MP Motorsport,2216.512,98.728,26.133
1823R. StanekSTACharouz Racing System,21,36:59.455,29.076,2.943,178.725,1:38.978,8,1021,2020,ROUND9Summary,,,1823,R  Stanek,STA,Charouz Racing System,2219.455,98.978,29.076
1927D. SchumacherSCHCarlin Buzz Racing,21,37:01.220,30.841,1.765,178.583,1:38.418,7,1021,2020,ROUND9Summary,,,1927,D  Schumacher,SCH,Carlin Buzz Racing,2221.22,98.418,30.841
2018B. ViscaalVISMP Motorsport,21,37:01.309,30.930,0.089,178.576,1:38.979,9,1021,2020,ROUND9Summary,,,2018,B  Viscaal,VIS,MP Motorsport,2221.309,98.979,30.93
2120C. WilliamsWILJenzer Motorsport,21,37:02.589,32.210,1.280,178.473,1:38.947,8,1021,2020,ROUND9Summary,,,2120,C  Williams,WIL,Jenzer Motorsport,2222.589,98.947,32.21
2221F. MalvestitiMALJenzer Motorsport,21,37:04.695,34.316,2.106,178.304,1:38.622,7,1021,2020,ROUND9Summary,,,2221,F  Malvestiti,MAL,Jenzer Motorsport,2224.695,98.622,34.316
2325M. BelovBELCharouz Racing System,21,37:05.182,34.803,0.487,178.265,1:39.020,9,1021,2020,ROUND9Summary,,,2325,M  Belov,BEL,Charouz Racing System,2225.182,99.02,34.803
2431S. FloerschFLOCampos Racing,21,37:05.663,35.284,0.481,178.226,1:39.056,9,1021,2020,ROUND9Summary,,,2431,S  Floersch,FLO,Campos Racing,2225.663,99.056,35.284
2528C. DasDASCarlin Buzz Racing,21,37:08.113,37.734,2.450,178.031,1:39.050,9,1021,2020,ROUND9Summary,,,2528,C  Das,DAS,Carlin Buzz Racing,2228.113,99.05,37.734
2630A. DeleddaDELCampos Racing,21,37:25.863,55.484,17.750,176.623,1:39.248,8,1021,2020,ROUND9Summary,,,2630,A  Deledda,DEL,Campos Racing,2245.863,99.248,55.484
DNF10L. ZendeliZENTrident,-,-,DNF,-,-,-,-,1021,2020,ROUND9Summary,,DNF,10,L  Zendeli,ZEN,Trident,,,
DNF3L. SargeantSARPREMA Racing,-,-,DNF,-,-,-,-,1021,2020,ROUND9Summary,,DNF,3,L  Sargeant,SAR,PREMA Racing,,,
11D. HaugerHAUPREMA Racing,22,35:47.216,-,-,172.225,1:36.643,2,1022,2021,ROUND1Summary,,,11,D  Hauger,HAU,PREMA Racing,2147.216,96.643,
24J. DoohanDOOTrident,22,35:50.937,3.721,3.721,171.928,1:36.949,2,1022,2021,ROUND1Summary,,,24,J  Doohan,DOO,Trident,2150.937,96.949,3.721
314M. NanniniNANHWA RACELAB,22,35:53.369,6.153,2.432,171.733,1:36.916,2,1022,2021,ROUND1Summary,,,314,M  Nannini,NAN,HWA RACELAB,2153.369,96.916,6.153
43O. CaldwellCALPREMA Racing,22,35:55.340,8.124,1.971,171.576,1:36.902,5,1022,2021,ROUND1Summary,,,43,O  Caldwell,CAL,PREMA Racing,2155.34,96.902,8.124
517V. MartinsMARMP Motorsport,22,35:58.764,11.548,3.424,171.304,1:36.980,5,1022,2021,ROUND1Summary,,,517,V  Martins,MAR,MP Motorsport,2158.764,96.98,11.548
65C. NovalakNOVTrident,22,35:59.553,12.337,0.789,171.242,1:37.239,5,1022,2021,ROUND1Summary,,,65,C  Novalak,NOV,Trident,2159.553,97.239,12.337
77F. VestiVESART Grand Prix,22,36:00.671,13.455,1.118,171.153,1:37.229,6,1022,2021,ROUND1Summary,,,77,F  Vesti,VES,ART Grand Prix,2160.671,97.229,13.455
818C. ColletCCOMP Motorsport,22,36:01.269,14.053,0.598,171.106,1:37.303,3,1022,2021,ROUND1Summary,,,818,C  Collet,CCO,MP Motorsport,2161.269,97.303,14.053
929L. SargeantSARCharouz Racing System,22,36:02.651,15.435,1.382,170.996,1:37.101,5,1022,2021,ROUND1Summary,,,929,L  Sargeant,SAR,Charouz Racing System,2162.651,97.101,15.435
1012R. StanekSTAHitech Grand Prix,22,36:02.693,15.477,0.042,170.993,1:37.176,4,1022,2021,ROUND1Summary,,,1012,R  Stanek,STA,Hitech Grand Prix,2162.693,97.176,15.477
118A. SmolyarSMOART Grand Prix,22,36:03.278,16.062,0.585,170.947,1:37.065,4,1022,2021,ROUND1Summary,,,118,A  Smolyar,SMO,ART Grand Prix,2163.278,97.065,16.062
126D. SchumacherSCHTrident,22,36:03.904,16.688,0.626,170.897,1:37.176,3,1022,2021,ROUND1Summary,,,126,D  Schumacher,SCH,Trident,2163.904,97.176,16.688
132A. LeclercLECPREMA Racing,22,36:04.454,17.238,0.550,170.854,1:37.226,17,1022,2021,ROUND1Summary,,,132,A  Leclerc,LEC,PREMA Racing,2164.454,97.226,17.238
149J. CorreaJCOART Grand Prix,22,36:08.465,21.249,4.011,170.538,1:37.495,4,1022,2021,ROUND1Summary,,,149,J  Correa,JCO,ART Grand Prix,2168.465,97.495,21.249
1511A. IwasaIWAHitech Grand Prix,22,36:13.359,26.143,4.894,170.154,1:37.594,5,1022,2021,ROUND1Summary,,,1511,A  Iwasa,IWA,Hitech Grand Prix,2173.359,97.594,26.143
1625J. EdgarEDGCarlin Buzz,22,36:18.983,31.767,5.624,169.715,1:37.501,4,1022,2021,ROUND1Summary,,,1625,J  Edgar,EDG,Carlin Buzz,2178.983,97.501,31.767
1715O. RasmussenRASHWA RACELAB,22,36:19.604,32.388,0.621,169.666,1:37.564,4,1022,2021,ROUND1Summary,,,1715,O  Rasmussen,RAS,HWA RACELAB,2179.604,97.564,32.388
1810J. CrawfordCRAHitech Grand Prix,22,36:19.844,32.628,0.240,169.648,1:37.601,12,1022,2021,ROUND1Summary,,,1810,J  Crawford,CRA,Hitech Grand Prix,2179.844,97.601,32.628
1930E. FittipaldiFITCharouz Racing System,22,36:20.490,33.274,0.646,169.597,1:37.640,4,1022,2021,ROUND1Summary,,,1930,E  Fittipaldi,FIT,Charouz Racing System,2180.49,97.64,33.274
2019T. van der HelmVANMP Motorsport,22,36:21.098,33.882,0.608,169.55,1:37.908,4,1022,2021,ROUND1Summary,,,2019,T  van der Helm,VAN,MP Motorsport,2181.098,97.908,33.882
2126C. WilliamsWILJenzer Motorsport,22,36:21.285,34.069,0.187,169.536,1:37.668,5,1022,2021,ROUND1Summary,,,2126,C  Williams,WIL,Jenzer Motorsport,2181.285,97.668,34.069
2223I. CohenCOHCarlin Buzz,22,36:24.426,37.210,3.141,169.292,1:37.788,14,1022,2021,ROUND1Summary,,,2223,I  Cohen,COH,Carlin Buzz,2184.426,97.788,37.21
2331R. de GerusDEGCharouz Racing System,22,36:25.148,37.932,0.722,169.236,1:37.714,5,1022,2021,ROUND1Summary,,,2331,R  de Gerus,DEG,Charouz Racing System,2185.148,97.714,37.932
2427P. ChovetCHOJenzer Motorsport,22,36:25.793,38.577,0.645,169.186,1:37.534,6,1022,2021,ROUND1Summary,,,2427,P  Chovet,CHO,Jenzer Motorsport,2185.793,97.534,38.577
2522A. CordeelACOCampos Racing,22,36:26.438,39.222,0.645,169.136,1:37.554,5,1022,2021,ROUND1Summary,,,2522,A  Cordeel,ACO,Campos Racing,2186.438,97.554,39.222
2620L. TóthTOTCampos Racing,22,36:27.764,40.548,1.326,169.033,1:37.473,5,1022,2021,ROUND1Summary,,,2620,L  Tóth,TOT,Campos Racing,2187.764,97.473,40.548
2728F. UgranUGRJenzer Motorsport,22,36:40.894,53.678,13.130,168.025,1:38.262,3,1022,2021,ROUND1Summary,,,2728,F  Ugran,UGR,Jenzer Motorsport,2200.894,98.262,53.678
2816R. VillagómezVILHWA RACELAB,21,36:12.429,1 LAP,1 LAP,162.48,1:37.535,5,1022,2021,ROUND1Summary,,,2816,R  Villagómez,VIL,HWA RACELAB,2172.429,97.535,
2921L. ColomboLCOCampos Racing,21,36:29.069,1 LAP,16.640,161.244,1:37.229,4,1022,2021,ROUND1Summary,,,2921,L  Colombo,LCO,Campos Racing,2189.069,97.229,
3024K. FrederickFRECarlin Buzz,21,36:34.731,1 LAP,5.662,160.829,1:37.940,4,1022,2021,ROUND1Summary,,,3024,K  Frederick,FRE,Carlin Buzz,2194.731,97.94,
14J. DoohanDOOTrident,20,43:19.510,-,-,161.897,2:06.655,15,1023,2021,ROUND2Summary,,,14,J  Doohan,DOO,Trident,2599.51,126.655,
21D. HaugerHAUPREMA Racing,20,43:21.061,1.551,1.551,161.801,2:06.555,16,1023,2021,ROUND2Summary,,,21,D  Hauger,HAU,PREMA Racing,2601.061,126.555,1.551
318C. ColletCCOMP Motorsport,20,43:24.561,5.051,3.500,161.583,2:06.591,14,1023,2021,ROUND2Summary,,,318,C  Collet,CCO,MP Motorsport,2604.561,126.591,5.051
417V. MartinsMARMP Motorsport,20,43:26.747,7.237,2.186,161.448,2:06.940,14,1023,2021,ROUND2Summary,,,417,V  Martins,MAR,MP Motorsport,2606.747,126.94,7.237
55C. NovalakNOVTrident,20,43:33.755,14.245,7.008,161.015,2:07.052,15,1023,2021,ROUND2Summary,,,55,C  Novalak,NOV,Trident,2613.755,127.052,14.245
67F. VestiVESART Grand Prix,20,43:37.452,17.942,3.697,160.787,2:07.652,16,1023,2021,ROUND2Summary,,,67,F  Vesti,VES,ART Grand Prix,2617.452,127.652,17.942
711A. IwasaIWAHitech Grand Prix,20,43:42.584,23.074,5.132,160.473,2:07.887,15,1023,2021,ROUND2Summary,,,711,A  Iwasa,IWA,Hitech Grand Prix,2622.584,127.887,23.074
88A. SmolyarSMOART Grand Prix,20,43:44.393,24.883,1.809,160.362,2:08.347,15,1023,2021,ROUND2Summary,,,88,A  Smolyar,SMO,ART Grand Prix,2624.393,128.347,24.883
99J. CorreaJCOART Grand Prix,20,43:45.059,25.549,0.666,160.321,2:07.654,14,1023,2021,ROUND2Summary,,,99,J  Correa,JCO,ART Grand Prix,2625.059,127.654,25.549
1010J. CrawfordCRAHitech Grand Prix,20,43:48.130,28.620,3.071,160.134,2:06.860,15,1023,2021,ROUND2Summary,,,1010,J  Crawford,CRA,Hitech Grand Prix,2628.13,126.86,28.62
1130E. FittipaldiFITCharouz Racing System,20,43:53.708,34.198,5.578,159.795,2:07.571,16,1023,2021,ROUND2Summary,,,1130,E  Fittipaldi,FIT,Charouz Racing System,2633.708,127.571,34.198
1226C. WilliamsWILJenzer Motorsport,20,43:55.528,36.018,1.820,159.685,2:07.498,15,1023,2021,ROUND2Summary,,,1226,C  Williams,WIL,Jenzer Motorsport,2635.528,127.498,36.018
132A. LeclercLECPREMA Racing,20,43:58.523,39.013,2.995,159.503,2:08.083,15,1023,2021,ROUND2Summary,,,132,A  Leclerc,LEC,PREMA Racing,2638.523,128.083,39.013
1425J. EdgarEDGCarlin Buzz,20,44:01.336,41.826,2.813,159.333,2:08.291,15,1023,2021,ROUND2Summary,,,1425,J  Edgar,EDG,Carlin Buzz,2641.336,128.291,41.826
1512R. StanekSTAHitech Grand Prix,20,44:01.889,42.379,0.553,159.3,2:08.220,15,1023,2021,ROUND2Summary,,,1512,R  Stanek,STA,Hitech Grand Prix,2641.889,128.22,42.379
1619T. van der HelmVANMP Motorsport,20,44:03.904,44.394,2.015,159.179,2:08.263,13,1023,2021,ROUND2Summary,,,1619,T  van der Helm,VAN,MP Motorsport,2643.904,128.263,44.394
1724K. FrederickFRECarlin Buzz,20,44:04.849,45.339,0.945,159.122,2:08.033,17,1023,2021,ROUND2Summary,,,1724,K  Frederick,FRE,Carlin Buzz,2644.849,128.033,45.339
1827J. HoggardHOGJenzer Motorsport,20,44:05.392,45.882,0.543,159.089,2:07.521,16,1023,2021,ROUND2Summary,,,1827,J  Hoggard,HOG,Jenzer Motorsport,2645.392,127.521,45.882
1921L. ColomboLCOCampos Racing,20,44:07.182,47.672,1.790,158.982,2:07.540,14,1023,2021,ROUND2Summary,,,1921,L  Colombo,LCO,Campos Racing,2647.182,127.54,47.672
2014M. NanniniNANHWA RACELAB,20,44:08.029,48.519,0.847,158.931,2:07.634,14,1023,2021,ROUND2Summary,,,2014,M  Nannini,NAN,HWA RACELAB,2648.029,127.634,48.519
2131R. de GerusDEGCharouz Racing System,20,44:08.369,48.859,0.340,158.91,1:59.335,17,1023,2021,ROUND2Summary,,,2131,R  de Gerus,DEG,Charouz Racing System,2648.369,119.335,48.859
2215O. RasmussenRASHWA RACELAB,20,44:13.427,53.917,5.058,158.607,2:08.540,18,1023,2021,ROUND2Summary,,,2215,O  Rasmussen,RAS,HWA RACELAB,2653.427,128.54,53.917
2316R. VillagómezVILHWA RACELAB,20,44:14.170,54.660,0.743,158.563,2:07.472,15,1023,2021,ROUND2Summary,,,2316,R  Villagómez,VIL,HWA RACELAB,2654.17,127.472,54.66
2423I. CohenCOHCarlin Buzz,20,44:16.198,56.688,2.028,158.442,2:07.309,16,1023,2021,ROUND2Summary,,,2423,I  Cohen,COH,Carlin Buzz,2656.198,127.309,56.688
2522A. CordeelACOCampos Racing,20,44:26.601,62.091,5.403,158.12,2:09.202,13,1023,2021,ROUND2Summary,,,2522,A  Cordeel,ACO,Campos Racing,2666.601,129.202,62.091
2628F. UgranUGRJenzer Motorsport,20,44:27.757,68.247,6.156,157.755,2:09.030,14,1023,2021,ROUND2Summary,,,2628,F  Ugran,UGR,Jenzer Motorsport,2667.757,129.03,68.247
276D. SchumacherSCHTrident,20,44:28.035,68.525,0.278,157.739,2:08.724,19,1023,2021,ROUND2Summary,,,276,D  Schumacher,SCH,Trident,2668.035,128.724,68.525
DNF20P. ChovetCHOCampos Racing,18,40:04.676,DNF,-,157.523,2:07.956,16,1023,2021,ROUND2Summary,,DNF,20,P  Chovet,CHO,Campos Racing,2404.676,127.956,
DNF29L. SargeantSARCharouz Racing System,8,17:56.397,DNF,-,156.522,2:09.630,7,1023,2021,ROUND2Summary,,DNF,29,L  Sargeant,SAR,Charouz Racing System,1076.397,129.63,
DNF3O. CaldwellCALPREMA Racing,2,4:39.742,DNF,-,151.185,2:14.052,2,1023,2021,ROUND2Summary,,DNF,3,O  Caldwell,CAL,PREMA Racing,279.742,134.052,
17F. VestiVESART Grand Prix,24,36:17.937,-,-,171.089,1:22.190,5,1024,2021,ROUND3Summary,,,17,F  Vesti,VES,ART Grand Prix,2177.937,82.19,
21D. HaugerHAUPREMA Racing,24,36:19.061,1.124,1.124,171.0,1:22.244,19,1024,2021,ROUND3Summary,,,21,D  Hauger,HAU,PREMA Racing,2179.061,82.244,1.124
33O. CaldwellCALPREMA Racing,24,36:19.678,1.741,0.617,170.952,1:21.849,21,1024,2021,ROUND3Summary,,,33,O  Caldwell,CAL,PREMA Racing,2179.678,81.849,1.741
48A. SmolyarSMOART Grand Prix,24,36:20.195,2.258,0.517,170.912,1:22.219,22,1024,2021,ROUND3Summary,,,48,A  Smolyar,SMO,ART Grand Prix,2180.195,82.219,2.258
514M. NanniniNANHWA RACELAB,24,36:22.084,4.147,1.889,170.764,1:22.019,5,1024,2021,ROUND3Summary,,,514,M  Nannini,NAN,HWA RACELAB,2182.084,82.019,4.147
611A. IwasaIWAHitech Grand Prix,24,36:23.100,5.163,1.016,170.684,1:21.948,5,1024,2021,ROUND3Summary,,,611,A  Iwasa,IWA,Hitech Grand Prix,2183.1,81.94800000000001,5.163
718C. ColletCCOMP Motorsport,24,36:24.722,6.785,1.622,170.557,1:22.129,21,1024,2021,ROUND3Summary,,,718,C  Collet,CCO,MP Motorsport,2184.722,82.129,6.785
829L. SargeantSARCharouz Racing System,24,36:25.498,7.561,0.776,170.497,1:22.040,4,1024,2021,ROUND3Summary,,,829,L  Sargeant,SAR,Charouz Racing System,2185.498,82.03999999999999,7.561
926C. WilliamsWILJenzer Motorsport,24,36:26.257,8.320,0.759,170.438,1:22.015,5,1024,2021,ROUND3Summary,,,926,C  Williams,WIL,Jenzer Motorsport,2186.257,82.015,8.32
1025J. EdgarEDGCarlin Buzz,24,36:26.986,9.049,0.729,170.381,1:22.202,11,1024,2021,ROUND3Summary,,,1025,J  Edgar,EDG,Carlin Buzz,2186.986,82.202,9.049
116D. SchumacherSCHTrident,24,36:27.542,9.605,0.317,170.338,1:22.544,13,1024,2021,ROUND3Summary,,,116,D  Schumacher,SCH,Trident,2187.542,82.544,9.605
1212R. StanekSTAHitech Grand Prix,24,36:28.719,10.782,0.454,170.246,1:22.628,11,1024,2021,ROUND3Summary,,,1212,R  Stanek,STA,Hitech Grand Prix,2188.719,82.628,10.782
1321L. ColomboLCOCampos Racing,24,36:29.256,11.319,0.537,170.204,1:22.506,12,1024,2021,ROUND3Summary,,,1321,L  Colombo,LCO,Campos Racing,2189.256,82.506,11.319
149J. CorreaJCOART Grand Prix,24,36:29.582,11.645,0.326,170.179,1:22.637,12,1024,2021,ROUND3Summary,,,149,J  Correa,JCO,ART Grand Prix,2189.582,82.637,11.645
1530E. FittipaldiFITCharouz Racing System,24,36:33.265,10.328,0.723,170.281,1:22.490,22,1024,2021,ROUND3Summary,,,1530,E  Fittipaldi,FIT,Charouz Racing System,2193.265,82.49,10.328
1623I. CohenCOHCarlin Buzz,24,36:33.520,15.583,0.906,169.873,1:22.613,4,1024,2021,ROUND3Summary,,,1623,I  Cohen,COH,Carlin Buzz,2193.52,82.613,15.583
1731R. de GerusDEGCharouz Racing System,24,36:34.139,16.202,0.619,169.825,1:22.700,12,1024,2021,ROUND3Summary,,,1731,R  de Gerus,DEG,Charouz Racing System,2194.139,82.7,16.202
1822A. CordeelACOCampos Racing,24,36:34.295,16.358,0.156,169.813,1:22.724,8,1024,2021,ROUND3Summary,,,1822,A  Cordeel,ACO,Campos Racing,2194.295,82.724,16.358
1916R. VillagómezVILHWA RACELAB,24,36:35.787,17.850,0.650,169.698,1:22.643,6,1024,2021,ROUND3Summary,,,1916,R  Villagómez,VIL,HWA RACELAB,2195.787,82.643,17.85
2019T. van der HelmVANMP Motorsport,24,36:35.986,13.049,1.404,170.07,1:22.586,21,1024,2021,ROUND3Summary,,,2019,T  van der Helm,VAN,MP Motorsport,2195.986,82.586,13.049
