driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
2219L. DunnerDUNMP Motorsport,20,39:32.175,22.123,0.575,178.599,1:47.608,12,1020,2020,ROUND4Summary,,,2219,L  Dunner,DUN,MP Motorsport,2372.175,107.608,22.123,20.0,23.0,2350.052,105.968,20.0,1.0,22.123,1.64,118.609,1,0,0,0,23.0,12.522,112.72042301120447,115.974,0.0,118.33182651515152,5.888,0.277,4
2322M. NanniniNANJenzer Motorsport,20,39:32.676,22.624,0.501,178.561,1:47.410,17,1020,2020,ROUND4Summary,,,2322,M  Nannini,NAN,Jenzer Motorsport,2372.676,107.41,22.624,20.0,24.0,2350.052,105.968,20.0,1.0,22.624,1.442,118.634,1,0,0,0,24.0,19.125,121.49808431027176,140.17,0.111,118.33182651515152,-2.864,0.302,4
2428C. DasDASCarlin Buzz Racing,20,39:35.308,25.256,2.632,178.364,1:47.700,12,1020,2020,ROUND4Summary,,,2428,C  Das,DAS,Carlin Buzz Racing,2375.308,107.7,25.256,20.0,25.0,2350.052,105.968,20.0,1.0,25.256,1.732,118.765,1,0,0,0,25.0,16.273,112.38700142622928,111.948,0.0,118.33182651515152,6.378,0.434,4
2612O. CaldwellCALTrident,20,39:37.790,27.738,2.482,178.177,1:47.902,17,1020,2020,ROUND4Summary,,,2612,O  Caldwell,CAL,Trident,2377.79,107.902,27.738,20.0,26.0,2350.052,105.968,20.0,1.0,27.738,1.934,118.89,1,0,0,0,26.0,9.708,111.81270581283422,111.983,0.222,118.33182651515152,7.077,0.558,4
2716J. DoohanDOOHWA RACELAB,20,39:38.986,28.934,1.196,178.088,1:48.003,15,1020,2020,ROUND4Summary,,,2716,J  Doohan,DOO,HWA RACELAB,2378.986,108.003,28.934,20.0,27.0,2350.052,105.968,20.0,1.0,28.934,2.035,118.949,1,0,0,0,27.0,14.32,115.80277714516784,124.542,0.0,118.33182651515152,3.147,0.617,4
2830A. DeleddaDELCampos Racing,20,39:43.184,33.132,4.198,177.774,1:48.300,18,1020,2020,ROUND4Summary,,,2830,A  Deledda,DEL,Campos Racing,2383.184,108.3,33.132,20.0,28.0,2350.052,105.968,20.0,1.0,33.132,2.332,119.159,1,0,0,0,28.0,17.478,115.16850141541465,124.201,0.0,118.33182651515152,3.991,0.827,4
DNF1O. PiastriPIAPREMA Racing,11,23:36.542,DNF,-,164.344,1:47.721,4,1020,2020,ROUND4Summary,,DNF,1,O  Piastri,PIA,PREMA Racing,1416.542,107.721,,11.0,,2350.052,105.968,20.0,0.55,,1.753,128.777,0,1,0,0,,6.85,112.56030919658724,112.215,0.778,118.33182651515152,16.216,10.445,4
DNF24I. FragaFRACharouz Racing System,4,7:26.677,DNF,-,188.834,1:48.761,3,1020,2020,ROUND4Summary,,DNF,24,I  Fraga,FRA,Charouz Racing System,446.677,108.761,,4.0,,2350.052,105.968,20.0,0.2,,2.793,111.669,0,1,0,0,,17.955,114.37174159994417,115.671,0.125,118.33182651515152,-2.702,-6.663,4
15L. LawsonLAWHitech Grand Prix,21,36:30.379,-,-,181.097,1:38.084,5,1021,2020,ROUND9Summary,,,15,L  Lawson,LAW,Hitech Grand Prix,2190.379,98.084,,21.0,1.0,2190.379,97.879,21.0,1.0,0.0,0.205,104.304,1,0,0,0,1.0,10.864,112.2384644768338,110.203,0.778,105.39022161172161,-7.935,-1.086,9
211D. BeckmannBECTrident,21,36:38.185,7.806,7.806,180.454,1:38.038,8,1021,2020,ROUND9Summary,,,211,D  Beckmann,BEC,Trident,2198.185,98.038,7.806,21.0,2.0,2190.379,97.879,21.0,1.0,7.806,0.159,104.675,1,0,0,0,2.0,9.708,111.81270581283422,111.443,0.889,105.39022161172161,-7.137,-0.715,9
37T. PourchairePOUART Grand Prix,21,36:39.572,9.193,1.387,180.341,1:37.993,11,1021,2020,ROUND9Summary,,,37,T  Pourchaire,POU,ART Grand Prix,2199.572,97.993,9.193,21.0,3.0,2190.379,97.879,21.0,1.0,9.193,0.114,104.742,1,0,0,0,3.0,9.333,111.36905099383188,111.291,0.889,105.39022161172161,-6.628,-0.649,9
414E. FittipaldiFITHWA RACELAB,21,36:40.778,10.399,1.206,180.242,1:38.154,7,1021,2020,ROUND9Summary,,,414,E  Fittipaldi,FIT,HWA RACELAB,2200.778,98.154,10.399,21.0,4.0,2190.379,97.879,21.0,1.0,10.399,0.275,104.799,1,0,0,0,4.0,14.32,115.80277714516784,111.861,0.444,105.39022161172161,-11.004,-0.591,9
517R. VerschoorVERMP Motorsport,21,36:41.361,10.982,0.583,180.194,1:38.260,7,1021,2020,ROUND9Summary,,,517,R  Verschoor,VER,MP Motorsport,2201.361,98.26,10.982,21.0,5.0,2190.379,97.879,21.0,1.0,10.982,0.381,104.827,1,0,0,0,5.0,12.522,112.72042301120447,111.296,0.889,105.39022161172161,-7.894,-0.564,9
615J. HughesHUGHWA RACELAB,21,36:42.815,12.436,1.454,180.075,1:38.417,8,1021,2020,ROUND9Summary,,,615,J  Hughes,HUG,HWA RACELAB,2202.815,98.417,12.436,21.0,6.0,2190.379,97.879,21.0,1.0,12.436,0.538,104.896,1,0,0,0,6.0,14.32,115.80277714516784,111.005,0.556,105.39022161172161,-10.907,-0.494,9
71O. PiastriPIAPREMA Racing,21,36:43.900,13.521,1.085,179.986,1:38.306,17,1021,2020,ROUND9Summary,,,71,O  Piastri,PIA,PREMA Racing,2203.9,98.306,13.521,21.0,7.0,2190.379,97.879,21.0,1.0,13.521,0.427,104.948,1,0,0,0,7.0,6.85,112.56030919658724,112.215,0.778,105.39022161172161,-7.613,-0.443,9
89S. FernándezFERART Grand Prix,21,36:43.943,13.564,0.043,179.983,1:38.179,9,1021,2020,ROUND9Summary,,,89,S  Fernández,FER,ART Grand Prix,2203.943,98.179,13.564,21.0,8.0,2190.379,97.879,21.0,1.0,13.564,0.3,104.95,1,0,0,0,8.0,9.333,111.36905099383188,111.523,0.444,105.39022161172161,-6.419,-0.441,9
92F. VestiVESPREMA Racing,21,36:45.359,14.980,1.416,179.867,1:37.879,7,1021,2020,ROUND9Summary,,,92,F  Vesti,VES,PREMA Racing,2205.359,97.879,14.98,21.0,9.0,2190.379,97.879,21.0,1.0,14.98,0.0,105.017,1,0,0,0,9.0,6.85,112.56030919658724,111.225,0.667,105.39022161172161,-7.543,-0.373,9
108A. SmolyarSMOART Grand Prix,21,36:49.779,19.400,4.420,179.508,1:38.398,6,1021,2020,ROUND9Summary,,,108,A  Smolyar,SMO,ART Grand Prix,2209.779,98.398,19.4,21.0,10.0,2190.379,97.879,21.0,1.0,19.4,0.519,105.228,1,0,0,0,10.0,9.333,111.36905099383188,111.293,0.667,105.39022161172161,-6.141,-0.163,9
1116J. DoohanDOOHWA RACELAB,21,36:51.063,20.684,1.284,179.403,1:38.651,7,1021,2020,ROUND9Summary,,,1116,J  Doohan,DOO,HWA RACELAB,2211.063,98.651,20.684,21.0,11.0,2190.379,97.879,21.0,1.0,20.684,0.772,105.289,1,0,0,0,11.0,14.32,115.80277714516784,124.542,0.0,105.39022161172161,-10.514,-0.102,9
126D. HaugerHAUHitech Grand Prix,21,36:52.091,21.712,1.028,179.320,1:38.530,7,1021,2020,ROUND9Summary,,,126,D  Hauger,HAU,Hitech Grand Prix,2212.091,98.53,21.712,21.0,12.0,2190.379,97.879,21.0,1.0,21.712,0.651,105.338,1,0,0,0,12.0,10.864,112.2384644768338,114.037,0.111,105.39022161172161,-6.901,-0.053,9
1329A. PeroniPERCampos Racing,21,36:52.614,22.235,0.523,179.278,1:38.635,7,1021,2020,ROUND9Summary,,,1329,A  Peroni,PER,Campos Racing,2212.614,98.635,22.235,21.0,13.0,2190.379,97.879,21.0,1.0,22.235,0.756,105.363,1,0,0,0,13.0,17.478,115.16850141541465,110.692,0.444,105.39022161172161,-9.806,-0.028,9
1426C. NovalakNOVCarlin Buzz Racing,21,36:53.164,22.785,0.550,179.233,1:38.747,7,1021,2020,ROUND9Summary,,,1426,C  Novalak,NOV,Carlin Buzz Racing,2213.164,98.747,22.785,21.0,14.0,2190.379,97.879,21.0,1.0,22.785,0.868,105.389,1,0,0,0,14.0,16.273,112.38700142622928,112.365,0.333,105.39022161172161,-6.998,-0.001,9
1522M. NanniniNANJenzer Motorsport,21,36:53.635,23.256,0.471,179.195,1:38.640,8,1021,2020,ROUND9Summary,,,1522,M  Nannini,NAN,Jenzer Motorsport,2213.635,98.64,23.256,21.0,15.0,2190.379,97.879,21.0,1.0,23.256,0.761,105.411,1,0,0,0,15.0,19.125,121.49808431027176,140.17,0.111,105.39022161172161,-16.087,0.021,9
1612O. CaldwellCALTrident,21,36:53.822,23.443,0.187,179.180,1:38.667,7,1021,2020,ROUND9Summary,,,1612,O  Caldwell,CAL,Trident,2213.822,98.667,23.443,21.0,16.0,2190.379,97.879,21.0,1.0,23.443,0.788,105.42,1,0,0,0,16.0,9.708,111.81270581283422,111.983,0.222,105.39022161172161,-6.393,0.03,9
1719L. DunnerDUNMP Motorsport,21,36:56.512,26.133,2.690,178.962,1:38.728,7,1021,2020,ROUND9Summary,,,1719,L  Dunner,DUN,MP Motorsport,2216.512,98.728,26.133,21.0,17.0,2190.379,97.879,21.0,1.0,26.133,0.849,105.548,1,0,0,0,17.0,12.522,112.72042301120447,115.974,0.0,105.39022161172161,-7.172,0.158,9
1823R. StanekSTACharouz Racing System,21,36:59.455,29.076,2.943,178.725,1:38.978,8,1021,2020,ROUND9Summary,,,1823,R  Stanek,STA,Charouz Racing System,2219.455,98.978,29.076,21.0,18.0,2190.379,97.879,21.0,1.0,29.076,1.099,105.688,1,0,0,0,18.0,17.955,114.37174159994417,111.969,0.111,105.39022161172161,-8.683,0.298,9
1927D. SchumacherSCHCarlin Buzz Racing,21,37:01.220,30.841,1.765,178.583,1:38.418,7,1021,2020,ROUND9Summary,,,1927,D  Schumacher,SCH,Carlin Buzz Racing,2221.22,98.418,30.841,21.0,19.0,2190.379,97.879,21.0,1.0,30.841,0.539,105.772,1,0,0,0,19.0,16.273,112.38700142622928,114.346,0.0,105.39022161172161,-6.615,0.382,9
2018B. ViscaalVISMP Motorsport,21,37:01.309,30.930,0.089,178.576,1:38.979,9,1021,2020,ROUND9Summary,,,2018,B  Viscaal,VIS,MP Motorsport,2221.309,98.979,30.93,21.0,20.0,2190.379,97.879,21.0,1.0,30.93,1.1,105.777,1,0,0,0,20.0,12.522,112.72042301120447,111.615,0.111,105.39022161172161,-6.944,0.386,9
2120C. WilliamsWILJenzer Motorsport,21,37:02.589,32.210,1.280,178.473,1:38.947,8,1021,2020,ROUND9Summary,,,2120,C  Williams,WIL,Jenzer Motorsport,2222.589,98.947,32.21,21.0,21.0,2190.379,97.879,21.0,1.0,32.21,1.068,105.838,1,0,0,0,21.0,19.125,121.49808431027176,111.016,0.0,105.39022161172161,-15.661,0.447,9
2221F. MalvestitiMALJenzer Motorsport,21,37:04.695,34.316,2.106,178.304,1:38.622,7,1021,2020,ROUND9Summary,,,2221,F  Malvestiti,MAL,Jenzer Motorsport,2224.695,98.622,34.316,21.0,22.0,2190.379,97.879,21.0,1.0,34.316,0.743,105.938,1,0,0,0,22.0,19.125,121.49808431027176,112.144,0.0,105.39022161172161,-15.56,0.548,9
2325M. BelovBELCharouz Racing System,21,37:05.182,34.803,0.487,178.265,1:39.020,9,1021,2020,ROUND9Summary,,,2325,M  Belov,BEL,Charouz Racing System,2225.182,99.02,34.803,21.0,23.0,2190.379,97.879,21.0,1.0,34.803,1.141,105.961,1,0,0,0,23.0,17.955,114.37174159994417,118.459,0.0,105.39022161172161,-8.411,0.571,9
2431S. FloerschFLOCampos Racing,21,37:05.663,35.284,0.481,178.226,1:39.056,9,1021,2020,ROUND9Summary,,,2431,S  Floersch,FLO,Campos Racing,2225.663,99.056,35.284,21.0,24.0,2190.379,97.879,21.0,1.0,35.284,1.177,105.984,1,0,0,0,24.0,17.478,115.16850141541465,107.352,0.0,105.39022161172161,-9.185,0.594,9
2528C. DasDASCarlin Buzz Racing,21,37:08.113,37.734,2.450,178.031,1:39.050,9,1021,2020,ROUND9Summary,,,2528,C  Das,DAS,Carlin Buzz Racing,2228.113,99.05,37.734,21.0,25.0,2190.379,97.879,21.0,1.0,37.734,1.171,106.101,1,0,0,0,25.0,16.273,112.38700142622928,111.948,0.0,105.39022161172161,-6.286,0.71,9
2630A. DeleddaDELCampos Racing,21,37:25.863,55.484,17.750,176.623,1:39.248,8,1021,2020,ROUND9Summary,,,2630,A  Deledda,DEL,Campos Racing,2245.863,99.248,55.484,21.0,26.0,2190.379,97.879,21.0,1.0,55.484,1.369,106.946,1,0,0,0,26.0,17.478,115.16850141541465,124.201,0.0,105.39022161172161,-8.223,1.556,9
DNF10L. ZendeliZENTrident,-,-,DNF,-,-,-,-,1021,2020,ROUND9Summary,,DNF,10,L  Zendeli,ZEN,Trident,,,,,,2190.379,97.879,21.0,,,,,0,1,0,0,,9.708,111.81270581283422,112.058,0.556,105.39022161172161,,,9
DNF3L. SargeantSARPREMA Racing,-,-,DNF,-,-,-,-,1021,2020,ROUND9Summary,,DNF,3,L  Sargeant,SAR,PREMA Racing,,,,,,2190.379,97.879,21.0,,,,,0,1,0,0,,6.85,112.56030919658724,114.45,0.556,105.39022161172161,,,9
11D. HaugerHAUPREMA Racing,22,35:47.216,-,-,172.225,1:36.643,2,1022,2021,ROUND1Summary,,,11,D  Hauger,HAU,PREMA Racing,2147.216,96.643,,22.0,1.0,2147.216,96.643,22.0,1.0,0.0,0.0,97.601,1,0,0,0,1.0,7.526,113.97747928658643,114.088,0.857,99.22139451659451,-16.377,-1.621,1
24J. DoohanDOOTrident,22,35:50.937,3.721,3.721,171.928,1:36.949,2,1022,2021,ROUND1Summary,,,24,J  Doohan,DOO,Trident,2150.937,96.949,3.721,22.0,2.0,2147.216,96.643,22.0,1.0,3.721,0.306,97.77,1,0,0,0,2.0,7.526,113.33800506072603,113.884,0.857,99.22139451659451,-15.568,-1.452,1
314M. NanniniNANHWA RACELAB,22,35:53.369,6.153,2.432,171.733,1:36.916,2,1022,2021,ROUND1Summary,,,314,M  Nannini,NAN,HWA RACELAB,2153.369,96.916,6.153,22.0,3.0,2147.216,96.643,22.0,1.0,6.153,0.273,97.88,1,0,0,0,3.0,20.684,120.91748997655122,115.911,0.286,99.22139451659451,-23.037,-1.341,1
43O. CaldwellCALPREMA Racing,22,35:55.340,8.124,1.971,171.576,1:36.902,5,1022,2021,ROUND1Summary,,,43,O  Caldwell,CAL,PREMA Racing,2155.34,96.902,8.124,22.0,4.0,2147.216,96.643,22.0,1.0,8.124,0.259,97.97,1,0,0,0,4.0,7.526,113.97747928658643,115.131,0.571,99.22139451659451,-16.007,-1.251,1
517V. MartinsMARMP Motorsport,22,35:58.764,11.548,3.424,171.304,1:36.980,5,1022,2021,ROUND1Summary,,,517,V  Martins,MAR,MP Motorsport,2158.764,96.98,11.548,22.0,5.0,2147.216,96.643,22.0,1.0,11.548,0.337,98.126,1,0,0,0,5.0,12.526,113.95453006422925,114.047,0.714,99.22139451659451,-15.829,-1.096,1
65C. NovalakNOVTrident,22,35:59.553,12.337,0.789,171.242,1:37.239,5,1022,2021,ROUND1Summary,,,65,C  Novalak,NOV,Trident,2159.553,97.239,12.337,22.0,6.0,2147.216,96.643,22.0,1.0,12.337,0.596,98.161,1,0,0,0,6.0,7.526,113.33800506072603,112.292,0.857,99.22139451659451,-15.177,-1.06,1
77F. VestiVESART Grand Prix,22,36:00.671,13.455,1.118,171.153,1:37.229,6,1022,2021,ROUND1Summary,,,77,F  Vesti,VES,ART Grand Prix,2160.671,97.229,13.455,22.0,7.0,2147.216,96.643,22.0,1.0,13.455,0.586,98.212,1,0,0,0,7.0,9.762,113.97771337353123,113.473,1.0,99.22139451659451,-15.765,-1.009,1
818C. ColletCCOMP Motorsport,22,36:01.269,14.053,0.598,171.106,1:37.303,3,1022,2021,ROUND1Summary,,,818,C  Collet,CCO,MP Motorsport,2161.269,97.303,14.053,22.0,8.0,2147.216,96.643,22.0,1.0,14.053,0.66,98.239,1,0,0,0,8.0,12.526,113.95453006422925,112.783,0.714,99.22139451659451,-15.715,-0.982,1
929L. SargeantSARCharouz Racing System,22,36:02.651,15.435,1.382,170.996,1:37.101,5,1022,2021,ROUND1Summary,,,929,L  Sargeant,SAR,Charouz Racing System,2162.651,97.101,15.435,22.0,9.0,2147.216,96.643,22.0,1.0,15.435,0.458,98.302,1,0,0,0,9.0,15.8,116.67111836734693,114.106,0.857,99.22139451659451,-18.369,-0.919,1
1012R. StanekSTAHitech Grand Prix,22,36:02.693,15.477,0.042,170.993,1:37.176,4,1022,2021,ROUND1Summary,,,1012,R  Stanek,STA,Hitech Grand Prix,2162.693,97.176,15.477,22.0,10.0,2147.216,96.643,22.0,1.0,15.477,0.533,98.304,1,0,0,0,10.0,13.333,115.03824389816533,116.6,0.143,99.22139451659451,-16.734,-0.917,1
118A. SmolyarSMOART Grand Prix,22,36:03.278,16.062,0.585,170.947,1:37.065,4,1022,2021,ROUND1Summary,,,118,A  Smolyar,SMO,ART Grand Prix,2163.278,97.065,16.062,22.0,11.0,2147.216,96.643,22.0,1.0,16.062,0.422,98.331,1,0,0,0,11.0,9.762,113.97771337353123,113.94,0.714,99.22139451659451,-15.647,-0.891,1
126D. SchumacherSCHTrident,22,36:03.904,16.688,0.626,170.897,1:37.176,3,1022,2021,ROUND1Summary,,,126,D  Schumacher,SCH,Trident,2163.904,97.176,16.688,22.0,12.0,2147.216,96.643,22.0,1.0,16.688,0.533,98.359,1,0,0,0,12.0,7.526,113.33800506072603,113.838,0.286,99.22139451659451,-14.979,-0.862,1
132A. LeclercLECPREMA Racing,22,36:04.454,17.238,0.550,170.854,1:37.226,17,1022,2021,ROUND1Summary,,,132,A  Leclerc,LEC,PREMA Racing,2164.454,97.226,17.238,22.0,13.0,2147.216,96.643,22.0,1.0,17.238,0.583,98.384,1,0,0,0,13.0,7.526,113.97747928658643,112.713,0.571,99.22139451659451,-15.593,-0.837,1
149J. CorreaJCOART Grand Prix,22,36:08.465,21.249,4.011,170.538,1:37.495,4,1022,2021,ROUND1Summary,,,149,J  Correa,JCO,ART Grand Prix,2168.465,97.495,21.249,22.0,14.0,2147.216,96.643,22.0,1.0,21.249,0.852,98.567,1,0,0,0,14.0,9.762,113.97771337353123,114.519,0.143,99.22139451659451,-15.411,-0.655,1
1511A. IwasaIWAHitech Grand Prix,22,36:13.359,26.143,4.894,170.154,1:37.594,5,1022,2021,ROUND1Summary,,,1511,A  Iwasa,IWA,Hitech Grand Prix,2173.359,97.594,26.143,22.0,15.0,2147.216,96.643,22.0,1.0,26.143,0.951,98.789,1,0,0,0,15.0,13.333,115.03824389816533,114.054,0.429,99.22139451659451,-16.249,-0.432,1
1625J. EdgarEDGCarlin Buzz,22,36:18.983,31.767,5.624,169.715,1:37.501,4,1022,2021,ROUND1Summary,,,1625,J  Edgar,EDG,Carlin Buzz,2178.983,97.501,31.767,22.0,16.0,2147.216,96.643,22.0,1.0,31.767,0.858,99.045,1,0,0,0,16.0,17.5,114.57572753591869,114.72,0.143,99.22139451659451,-15.531,-0.177,1
1715O. RasmussenRASHWA RACELAB,22,36:19.604,32.388,0.621,169.666,1:37.564,4,1022,2021,ROUND1Summary,,,1715,O  Rasmussen,RAS,HWA RACELAB,2179.604,97.564,32.388,22.0,17.0,2147.216,96.643,22.0,1.0,32.388,0.921,99.073,1,0,0,0,17.0,20.684,120.91748997655122,115.087,0.0,99.22139451659451,-21.845,-0.148,1
1810J. CrawfordCRAHitech Grand Prix,22,36:19.844,32.628,0.240,169.648,1:37.601,12,1022,2021,ROUND1Summary,,,1810,J  Crawford,CRA,Hitech Grand Prix,2179.844,97.601,32.628,22.0,18.0,2147.216,96.643,22.0,1.0,32.628,0.958,99.084,1,0,0,0,18.0,13.333,115.03824389816533,114.461,0.429,99.22139451659451,-15.954,-0.138,1
1930E. FittipaldiFITCharouz Racing System,22,36:20.490,33.274,0.646,169.597,1:37.640,4,1022,2021,ROUND1Summary,,,1930,E  Fittipaldi,FIT,Charouz Racing System,2180.49,97.64,33.274,22.0,19.0,2147.216,96.643,22.0,1.0,33.274,0.997,99.113,1,0,0,0,19.0,15.8,116.67111836734693,110.8,0.25,99.22139451659451,-17.558,-0.108,1
2019T. van der HelmVANMP Motorsport,22,36:21.098,33.882,0.608,169.55,1:37.908,4,1022,2021,ROUND1Summary,,,2019,T  van der Helm,VAN,MP Motorsport,2181.098,97.908,33.882,22.0,20.0,2147.216,96.643,22.0,1.0,33.882,1.265,99.141,1,0,0,0,20.0,12.526,113.95453006422925,114.867,0.0,99.22139451659451,-14.814,-0.081,1
2126C. WilliamsWILJenzer Motorsport,22,36:21.285,34.069,0.187,169.536,1:37.668,5,1022,2021,ROUND1Summary,,,2126,C  Williams,WIL,Jenzer Motorsport,2181.285,97.668,34.069,22.0,21.0,2147.216,96.643,22.0,1.0,34.069,1.025,99.149,1,0,0,0,21.0,18.81,114.93300854462998,114.519,0.143,99.22139451659451,-15.784,-0.072,1
2223I. CohenCOHCarlin Buzz,22,36:24.426,37.210,3.141,169.292,1:37.788,14,1022,2021,ROUND1Summary,,,2223,I  Cohen,COH,Carlin Buzz,2184.426,97.788,37.21,22.0,22.0,2147.216,96.643,22.0,1.0,37.21,1.145,99.292,1,0,0,0,22.0,17.5,114.57572753591869,115.095,0.0,99.22139451659451,-15.284,0.071,1
2331R. de GerusDEGCharouz Racing System,22,36:25.148,37.932,0.722,169.236,1:37.714,5,1022,2021,ROUND1Summary,,,2331,R  de Gerus,DEG,Charouz Racing System,2185.148,97.714,37.932,22.0,23.0,2147.216,96.643,22.0,1.0,37.932,1.071,99.325,1,0,0,0,23.0,15.8,116.67111836734693,111.318,0.0,99.22139451659451,-17.346,0.104,1
2427P. ChovetCHOJenzer Motorsport,22,36:25.793,38.577,0.645,169.186,1:37.534,6,1022,2021,ROUND1Summary,,,2427,P  Chovet,CHO,Jenzer Motorsport,2185.793,97.534,38.577,22.0,24.0,2147.216,96.643,22.0,1.0,38.577,0.891,99.354,1,0,0,0,24.0,18.81,114.93300854462998,116.474,0.0,99.22139451659451,-15.579,0.133,1
2522A. CordeelACOCampos Racing,22,36:26.438,39.222,0.645,169.136,1:37.554,5,1022,2021,ROUND1Summary,,,2522,A  Cordeel,ACO,Campos Racing,2186.438,97.554,39.222,22.0,25.0,2147.216,96.643,22.0,1.0,39.222,0.911,99.384,1,0,0,0,25.0,20.059,115.19900174200993,115.27,0.0,99.22139451659451,-15.815,0.162,1
2620L. TóthTOTCampos Racing,22,36:27.764,40.548,1.326,169.033,1:37.473,5,1022,2021,ROUND1Summary,,,2620,L  Tóth,TOT,Campos Racing,2187.764,97.473,40.548,22.0,26.0,2147.216,96.643,22.0,1.0,40.548,0.83,99.444,1,0,0,0,26.0,20.059,115.19900174200993,112.02,0.0,99.22139451659451,-15.755,0.222,1
2728F. UgranUGRJenzer Motorsport,22,36:40.894,53.678,13.130,168.025,1:38.262,3,1022,2021,ROUND1Summary,,,2728,F  Ugran,UGR,Jenzer Motorsport,2200.894,98.262,53.678,22.0,27.0,2147.216,96.643,22.0,1.0,53.678,1.619,100.041,1,0,0,0,27.0,18.81,114.93300854462998,115.58,0.0,99.22139451659451,-14.892,0.819,1
2816R. VillagómezVILHWA RACELAB,21,36:12.429,1 LAP,1 LAP,162.48,1:37.535,5,1022,2021,ROUND1Summary,,,2816,R  Villagómez,VIL,HWA RACELAB,2172.429,97.535,,21.0,28.0,2147.216,96.643,22.0,0.955,25.213,0.892,103.449,1,0,0,0,28.0,20.684,120.91748997655122,133.56,0.0,99.22139451659451,-17.468,4.228,1
2921L. ColomboLCOCampos Racing,21,36:29.069,1 LAP,16.640,161.244,1:37.229,4,1022,2021,ROUND1Summary,,,2921,L  Colombo,LCO,Campos Racing,2189.069,97.229,,21.0,29.0,2147.216,96.643,22.0,0.955,41.853,0.586,104.241,1,0,0,0,29.0,20.059,115.19900174200993,115.224,0.0,99.22139451659451,-10.958,5.02,1
3024K. FrederickFRECarlin Buzz,21,36:34.731,1 LAP,5.662,160.829,1:37.940,4,1022,2021,ROUND1Summary,,,3024,K  Frederick,FRE,Carlin Buzz,2194.731,97.94,,21.0,30.0,2147.216,96.643,22.0,0.955,47.515,1.297,104.511,1,0,0,0,30.0,17.5,114.57572753591869,111.77,0.0,99.22139451659451,-10.065,5.29,1
14J. DoohanDOOTrident,20,43:19.510,-,-,161.897,2:06.655,15,1023,2021,ROUND2Summary,,,14,J  Doohan,DOO,Trident,2599.51,126.655,,20.0,1.0,2599.51,119.335,20.0,1.0,0.0,7.32,129.976,1,0,0,0,1.0,7.526,113.33800506072603,113.884,0.857,132.2307062037037,16.637,-2.255,2
21D. HaugerHAUPREMA Racing,20,43:21.061,1.551,1.551,161.801,2:06.555,16,1023,2021,ROUND2Summary,,,21,D  Hauger,HAU,PREMA Racing,2601.061,126.555,1.551,20.0,2.0,2599.51,119.335,20.0,1.0,1.551,7.22,130.053,1,0,0,0,2.0,7.526,113.97747928658643,114.088,0.857,132.2307062037037,16.076,-2.178,2
318C. ColletCCOMP Motorsport,20,43:24.561,5.051,3.500,161.583,2:06.591,14,1023,2021,ROUND2Summary,,,318,C  Collet,CCO,MP Motorsport,2604.561,126.591,5.051,20.0,3.0,2599.51,119.335,20.0,1.0,5.051,7.256,130.228,1,0,0,0,3.0,12.526,113.95453006422925,112.783,0.714,132.2307062037037,16.274,-2.003,2
417V. MartinsMARMP Motorsport,20,43:26.747,7.237,2.186,161.448,2:06.940,14,1023,2021,ROUND2Summary,,,417,V  Martins,MAR,MP Motorsport,2606.747,126.94,7.237,20.0,4.0,2599.51,119.335,20.0,1.0,7.237,7.605,130.337,1,0,0,0,4.0,12.526,113.95453006422925,114.047,0.714,132.2307062037037,16.383,-1.893,2
55C. NovalakNOVTrident,20,43:33.755,14.245,7.008,161.015,2:07.052,15,1023,2021,ROUND2Summary,,,55,C  Novalak,NOV,Trident,2613.755,127.052,14.245,20.0,5.0,2599.51,119.335,20.0,1.0,14.245,7.717,130.688,1,0,0,0,5.0,7.526,113.33800506072603,112.292,0.857,132.2307062037037,17.35,-1.543,2
67F. VestiVESART Grand Prix,20,43:37.452,17.942,3.697,160.787,2:07.652,16,1023,2021,ROUND2Summary,,,67,F  Vesti,VES,ART Grand Prix,2617.452,127.652,17.942,20.0,6.0,2599.51,119.335,20.0,1.0,17.942,8.317,130.873,1,0,0,0,6.0,9.762,113.97771337353123,113.473,1.0,132.2307062037037,16.895,-1.358,2
711A. IwasaIWAHitech Grand Prix,20,43:42.584,23.074,5.132,160.473,2:07.887,15,1023,2021,ROUND2Summary,,,711,A  Iwasa,IWA,Hitech Grand Prix,2622.584,127.887,23.074,20.0,7.0,2599.51,119.335,20.0,1.0,23.074,8.552,131.129,1,0,0,0,7.0,13.333,115.03824389816533,114.054,0.429,132.2307062037037,16.091,-1.102,2
88A. SmolyarSMOART Grand Prix,20,43:44.393,24.883,1.809,160.362,2:08.347,15,1023,2021,ROUND2Summary,,,88,A  Smolyar,SMO,ART Grand Prix,2624.393,128.347,24.883,20.0,8.0,2599.51,119.335,20.0,1.0,24.883,9.012,131.22,1,0,0,0,8.0,9.762,113.97771337353123,113.94,0.714,132.2307062037037,17.242,-1.011,2
